公告,#genre#
三沙卫视,http://163.177.122.63:9901/tsfile/live/1074_1.m3u8$LR•IPV4『线路5』
三沙卫视,http://171.110.42.239:8181/tsfile/live/1029_1.m3u8$LR•IPV4『线路6』
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8$LR•IPV4『线路1』
延边卫视,https://live.ybtvyun.com/video/s10006-2f92b9e0b123/index.m3u8$LR•IPV4『线路2』
延边卫视,http://112.102.217.173:9003//hls/65/index.m3u8$LR•IPV4『线路3』
延边卫视,http://61.138.128.226:19901/tsfile/live/1008_1.m3u8$LR•IPV4『线路4』
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8$LR•IPV4『线路5』
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8$LR•IPV4『线路6』
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8$LR•IPV4『线路7』
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild$LR•IPV4『线路8』
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild$LR•IPV4『线路9』
南方卫视,http://171.110.42.238:8181/tsfile/live/1008_1.m3u8$LR•IPV4『线路1』
南方卫视,http://171.110.42.239:8181/tsfile/live/1008_1.m3u8$LR•IPV4『线路2』
南方卫视,http://171.110.42.193:8181/tsfile/live/1008_1.m3u8$LR•IPV4『线路3』
南方卫视,http://163.177.122.33:9901/tsfile/live/1007_1.m3u8$LR•IPV4『线路4』
南方卫视,http://171.110.42.2:8181/tsfile/live/1008_1.m3u8$LR•IPV4『线路5』
📡  江西频道,#genre#
江西都市,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8$LR•IPV4『线路1』
江西都市,http://live.nctv.top/6688/jxtv1.php?id=jxds$LR•IPV4『线路2』
江西都市,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxds$LR•IPV4『线路3』
江西都市,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227290/10000100000000060000000001722654_0.smil$LR•IPV4『线路4』
江西都市,rtsp://115.153.233.154/PLTV/88888888/224/3221227069/94448631.smil$LR•IPV4『线路5』
江西都市,rtsp://115.153.245.70/PLTV/88888888/224/3221226728/53707442.smil$LR•IPV4『线路6』
江西都市,rtsp://115.153.233.154/PLTV/88888888/224/3221226728/53707442.smil$LR•IPV4『线路7』
江西都市,rtsp://115.153.212.72/PLTV/88888888/224/3221226728/53707442.smil$LR•IPV4『线路8』
江西经济生活,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8$LR•IPV4『线路1』
江西经济生活,http://live.nctv.top/6688/jxtv1.php?id=jxjs$LR•IPV4『线路2』
江西经济生活,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxjjsh$LR•IPV4『线路3』
江西经济生活,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227092/10000100000000060000000000610996_0.smil$LR•IPV4『线路4』
江西经济生活,rtsp://115.153.233.154/PLTV/88888888/224/3221226946/70055407.smil$LR•IPV4『线路5』
江西经济生活,rtsp://115.153.245.70/PLTV/88888888/224/3221226946/70055407.smil$LR•IPV4『线路6』
江西经济生活,rtsp://115.153.233.154/PLTV/88888888/224/3221226717/53707446.smil$LR•IPV4『线路7』
江西经济生活,rtsp://115.153.212.72/PLTV/88888888/224/3221226946/70055407.smil$LR•IPV4『线路8』
江西经济生活,rtsp://115.153.212.72/PLTV/88888888/224/3221226717/53707446.smil$LR•IPV4『线路9』
江西影视旅游,http://203.205.220.214/yun-live.jxtvcn.com.cn/jxtv-jxtv/tv_jxtv4.m3u8$LR•IPV4『线路1』
江西影视旅游,http://live.nctv.top/6688/jxtv1.php?id=jxys$LR•IPV4『线路2』
江西影视旅游,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxysly$LR•IPV4『线路3』
江西影视旅游,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227287/10000100000000060000000001899760_0.smil$LR•IPV4『线路4』
江西影视旅游,rtsp://115.153.233.154/PLTV/88888888/224/3221226704/53213102.smil$LR•IPV4『线路5』
江西影视旅游,rtsp://115.153.245.70/PLTV/88888888/224/3221226704/53213102.smil$LR•IPV4『线路6』
江西影视旅游,rtsp://115.153.212.72/PLTV/88888888/224/3221226704/53213102.smil$LR•IPV4『线路7』
江西公共农业,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8$LR•IPV4『线路1』
江西公共农业,http://live.nctv.top/6688/jxtv1.php?id=jxgg$LR•IPV4『线路2』
江西公共农业,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxggny$LR•IPV4『线路3』
江西公共农业,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226948/10000100000000060000000000527279_0.smil$LR•IPV4『线路4』
江西公共农业,rtsp://115.153.233.154/PLTV/88888888/224/3221226708/53213097.smil$LR•IPV4『线路5』
江西公共农业,rtsp://115.153.245.70/PLTV/88888888/224/3221226708/53213097.smil$LR•IPV4『线路6』
江西公共农业,rtsp://115.153.212.72/PLTV/88888888/224/3221226708/53213097.smil$LR•IPV4『线路7』
江西少儿,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8$LR•IPV4『线路1』
江西少儿,http://live.nctv.top/6688/jxtv1.php?id=jxse$LR•IPV4『线路2』
江西少儿,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxse$LR•IPV4『线路3』
江西少儿,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227089/10000100000000060000000000582672_0.smil$LR•IPV4『线路4』
江西少儿,rtsp://115.153.233.154/PLTV/88888888/224/3221226938/68733921.smil$LR•IPV4『线路5』
江西少儿,rtsp://115.153.245.70/PLTV/88888888/224/3221226938/68733921.smil$LR•IPV4『线路6』
江西少儿,rtsp://115.153.233.154/PLTV/88888888/224/3221226724/53707450.smil$LR•IPV4『线路7』
江西少儿,rtsp://115.153.212.72/PLTV/88888888/224/3221226938/68733921.smil$LR•IPV4『线路8』
江西少儿,rtsp://115.153.212.72/PLTV/88888888/224/3221226724/53707450.smil$LR•IPV4『线路9』
江西新闻,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8$LR•IPV4『线路1』
江西新闻,http://live.nctv.top/6688/jxtv1.php?id=jxxw$LR•IPV4『线路2』
江西新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=jxxw$LR•IPV4『线路3』
江西新闻,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227051/10000100000000060000000000571126_0.smil$LR•IPV4『线路4』
江西新闻,rtsp://115.153.233.154/PLTV/88888888/224/3221226650/53190437.smil$LR•IPV4『线路5』
江西新闻,rtsp://115.153.245.70/PLTV/88888888/224/3221226650/53190437.smil$LR•IPV4『线路6』
江西新闻,rtsp://115.153.212.72/PLTV/88888888/224/3221226650/53190437.smil$LR•IPV4『线路7』
江西移动,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8$LR•IPV4『线路1』
江西移动,http://live.nctv.top/6688/jxtv1.php?id=jxyd$LR•IPV4『线路2』
江西移动,http://php.jdshipin.com:8880/jxtv2.php?id=8$LR•IPV4『线路3』
江西移动,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227285/10000100000000060000000001842697_0.smil$LR•IPV4『线路4』
江西移动,rtsp://115.153.233.154/PLTV/88888888/224/3221227070/96801473.smil$LR•IPV4『线路5』
江西教育,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227283/10000100000000060000000001741171_0.smil$LR•IPV4『线路1』
江西教育,rtsp://115.153.233.154/PLTV/88888888/224/3221226942/69552502.smil$LR•IPV4『线路2』
江西教育,rtsp://115.153.245.70/PLTV/88888888/224/3221226942/69552502.smil$LR•IPV4『线路3』
江西教育,rtsp://115.153.212.72/PLTV/88888888/224/3221226942/69552502.smil$LR•IPV4『线路4』
南昌新闻综合,http://live.nctv.top/6688/nctv.php?id=ncxw$LR•IPV4『线路1』
南昌新闻综合,http://live.cooltv.top/tv/nctv.php?id=1$LR•IPV4『线路2』
南昌都市,http://live.nctv.top/6688/nctv.php?id=ncds$LR•IPV4『线路1』
南昌都市,http://live.cooltv.top/tv/nctv.php?id=2$LR•IPV4『线路2』
南昌资讯,http://live.nctv.top/6688/nctv.php?id=nczx$LR•IPV4『线路1』
南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3$LR•IPV4『线路2』
赣州新闻,http://wb.jxgztv.com/live/gztv1.m3u8$LR•IPV4
赣州公共,http://wb.jxgztv.com/live/gztv2.m3u8$LR•IPV4
赣州教育,http://wb.jxgztv.com/live/gztv3.m3u8$LR•IPV4
抚州公共,http://tv.live.fgtxnews.com/fztv/gonggong.m3u8$LR•IPV4
抚州综合,http://tv.live.fgtxnews.com/fztv/zonghe.m3u8$LR•IPV4
九江一套,http://live.nctv.top/6688/jxtv.php?id=11$LR•IPV4
九江二套,http://live.nctv.top/6688/jxtv.php?id=12$LR•IPV4
九江三套,http://live.nctv.top/6688/jxtv.php?id=13$LR•IPV4
上饶综合,http://live.nctv.top/6688/jxtv.php?id=14$LR•IPV4
上饶经济旅游,http://live.nctv.top/6688/jxtv.php?id=15$LR•IPV4
萍乡综合,http://live.nctv.top/6688/jxtv.php?id=16$LR•IPV4
萍乡公共,http://live.nctv.top/6688/jxtv.php?id=17$LR•IPV4
庐山电视台,http://live.nctv.top/6688/jxtv.php?id=21$LR•IPV4
井冈山综合,http://live.nctv.top/6688/jxtv.php?id=22$LR•IPV4
修水一套,http://live.nctv.top/6688/jxtv.php?id=23$LR•IPV4
都昌新闻,http://live.nctv.top/6688/jxtv.php?id=24$LR•IPV4
永修一套,http://live.nctv.top/6688/jxtv.php?id=25$LR•IPV4
彭泽一套,http://live.nctv.top/6688/jxtv.php?id=26$LR•IPV4
宁都综合,http://live.nctv.top/6688/jxtv.php?id=27$LR•IPV4
广丰综合,http://live.nctv.top/6688/jxtv.php?id=28$LR•IPV4
余干综合,http://live.nctv.top/6688/jxtv.php?id=29$LR•IPV4
万载综合,http://live.nctv.top/6688/jxtv.php?id=30$LR•IPV4
武宁新闻,http://live.nctv.top/6688/jxtv.php?id=31$LR•IPV4
广昌综合,http://live.nctv.top/6688/jxtv.php?id=32$LR•IPV4
铜鼓综合,http://live.nctv.top/6688/jxtv.php?id=33$LR•IPV4
铅山综合,http://live.nctv.top/6688/jxtv.php?id=34$LR•IPV4
分宜综合,http://live.nctv.top/6688/jxtv.php?id=35$LR•IPV4
📡  北京频道,#genre#
北京科教,http://171.110.42.238:8181/tsfile/live/1030_1.m3u8$LR•IPV4『线路1』
北京科教,http://171.110.42.193:8181/tsfile/live/1030_1.m3u8$LR•IPV4『线路2』
北京科教,http://39.98.201.151:9090/udp/225.1.8.123:8002$LR•IPV4『线路3』
北京科教,http://39.98.201.151:9090/udp/225.1.8.105:8002$LR•IPV4『线路4』
北京财经,http://39.98.201.151:9090/udp/225.1.8.125:8002$LR•IPV4『线路1』
北京财经,http://39.98.201.151:9090/udp/225.1.8.106:8002$LR•IPV4『线路2』
北京财经,http://111.196.129.152:20000/udp/239.3.1.116:8000$LR•IPV4『线路3』
北京财经,http://123.113.249.203:8888/udp/239.3.1.116:8000$LR•IPV4『线路4』
北京财经,http://123.113.187.204:8000/udp/239.3.1.116:8000$LR•IPV4『线路5』
北京生活,http://39.98.201.151:9090/udp/225.1.8.127:8002$LR•IPV4『线路1』
北京生活,http://39.98.201.151:9090/udp/225.1.8.108:8002$LR•IPV4『线路2』
北京青年,http://39.98.201.151:9090/udp/225.1.8.118:8002$LR•IPV4『线路1』
北京青年,http://39.98.201.151:9090/udp/225.1.8.128:8002$LR•IPV4『线路2』
北京青年,http://111.196.129.152:20000/udp/239.3.1.118:8000$LR•IPV4『线路3』
北京青年,http://111.196.135.75:8686/udp/239.3.1.118:8000$LR•IPV4『线路4』
北京青年,http://114.252.238.87:8000/udp/239.3.1.118:8000$LR•IPV4『线路5』
北京新闻,http://39.98.201.151:9090/udp/225.1.8.129:8002$LR•IPV4『线路1』
北京新闻,http://39.98.201.151:9090/udp/225.1.8.83:8000$LR•IPV4『线路2』
睛彩竞技,http://[2409:8087:1a01:df::7005]:80/TVOD/88888888/224/3221225897/main.m3u8$LR•IPV6『线路1』
睛彩竞技,http://[2409:8087:1a01:df::7005]:80/TVOD/88888888/224/3221226046/main.m3u8$LR•IPV6『线路2』
睛彩竞技,http://[2409:8087:1a01:df::4061]:80/TVOD/88888888/224/3221225899/main.m3u8$LR•IPV6『线路3』
睛彩篮球,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000270006/1.m3u8$LR•IPV6『线路1』
睛彩篮球,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000270002/1.m3u8$LR•IPV6『线路2』
睛彩篮球,http://[2409:8087:1a01:df::4055]:80/TVOD/88888888/224/3221225901/main.m3u8$LR•IPV6『线路3』
睛彩篮球,http://[2409:8087:1a01:df::7005]:80/TVOD/88888888/224/3221225895/main.m3u8$LR•IPV6『线路4』
睛彩篮球,http://[2409:8087:1a01:df::7005]:80/TVOD/88888888/224/3221226027/main.m3u8$LR•IPV6『线路5』
📡  上海频道,#genre#
上海新闻综合,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6
纪实人文,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000010282/1.m3u8?channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3$LR•IPV6『线路1』
纪实人文,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265021/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265021&livemode=1&stbId=3$LR•IPV6『线路2』
纪实人文,http://223.166.234.19:7777/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
生活时尚,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000006/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000006&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路1』
生活时尚,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000006/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000006&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路2』
生活时尚,http://223.166.234.149:7777/tsfile/live/1051_1.m3u8$LR•IPV4『线路3』
生活时尚,http://223.166.234.215:7777/tsfile/live/1051_1.m3u8$LR•IPV4『线路4』
生活时尚,http://223.166.234.19:7777/tsfile/live/1051_1.m3u8$LR•IPV4『线路5』
生活时尚,http://221.0.78.198:1681/hls/10275/index.m3u8$LR•IPV4『线路6』
生活时尚,http://223.166.234.114:7777/tsfile/live/1051_1.m3u8$LR•IPV4『线路7』
上海都市,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000018926/1.m3u8$LR•IPV6『线路1』
上海都市,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IAS$LR•IPV6『线路2』
上海都市,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路3』
上海都市,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路4』
上海都市,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000010000018926/1.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3$LR•IPV6『线路5』
上海都市,http://a15c1d.tv.netsite.cc/proxy/2116818558/2116818558.m3u8$LR•IPV4『线路6』
上海都市,https://tvbox.nat.netsite.cc:8043/proxy/2116818558/2116818558.m3u8$LR•IPV4『线路7』
上海都市,http://245573.tv.netsite.cc/proxy/2116818558/2116818558.m3u8$LR•IPV4『线路8』
上海都市,http://d954f9.tv.netsite.cc/proxy/2116818558/2116818558.m3u8$LR•IPV4『线路9』
上海都市,http://f28cdb.tv.netsite.cc/proxy/2116818558/2116818558.m3u8$LR•IPV4『线路10』
都市剧场,http://ha.xushining.com:50000/udp/225.1.1.146:5002$LR•IPV4
东方影视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000010000032212/1.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3$LR•IPV6『线路1』
东方影视,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路2』
东方影视,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路3』
东方影视,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路4』
东方影视,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IAS$LR•IPV6『线路5』
东方影视,http://223.166.234.149:7777/tsfile/live/1028_1.m3u8$LR•IPV4『线路6』
东方影视,http://223.166.234.215:7777/tsfile/live/1028_1.m3u8$LR•IPV4『线路7』
东方影视,http://223.166.234.19:7777/tsfile/live/1028_1.m3u8$LR•IPV4『线路8』
东方影视,http://223.166.234.114:7777/tsfile/live/1028_1.m3u8$LR•IPV4『线路9』
东方影视,http://223.166.234.19:7777/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
第一财经,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000010000027146/1.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3$LR•IPV6『线路1』
第一财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路2』
第一财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路3』
第一财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IAS$LR•IPV6『线路4』
第一财经,http://223.166.234.149:7777/tsfile/live/1029_1.m3u8$LR•IPV4『线路5』
第一财经,http://223.166.234.215:7777/tsfile/live/1029_1.m3u8$LR•IPV4『线路6』
第一财经,http://223.166.234.19:7777/tsfile/live/1029_1.m3u8$LR•IPV4『线路7』
第一财经,http://223.166.234.114:7777/tsfile/live/1029_1.m3u8$LR•IPV4『线路8』
第一财经,http://3ad2a0.tv.netsite.cc/proxy/1946402424/1946402424.m3u8$LR•IPV4『线路9』
东方财经,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000007000010003/1.m3u8$LR•IPV6『线路1』
东方财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路2』
东方财经,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000007000010003/1.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3$LR•IPV6『线路3』
东方财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路4』
东方财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路5』
东方财经,http://223.166.234.149:7777/tsfile/live/1031_1.m3u8$LR•IPV4『线路6』
东方财经,http://223.166.234.215:7777/tsfile/live/1031_1.m3u8$LR•IPV4『线路7』
东方财经,http://223.166.234.19:7777/tsfile/live/1031_1.m3u8$LR•IPV4『线路8』
东方财经,http://223.166.234.114:7777/tsfile/live/1031_1.m3u8$LR•IPV4『线路9』
东方财经,http://wouu.net:9977/udp/239.93.1.165:5140$LR•IPV4『线路10』
上海教育,http://61.173.144.157:9901/tsfile/live/1007_1.m3u8$LR•IPV4『线路1』
上海教育,http://223.166.234.149:7777/tsfile/live/1033_1.m3u8$LR•IPV4『线路2』
上海教育,http://223.166.234.215:7777/tsfile/live/1033_1.m3u8$LR•IPV4『线路3』
上海教育,http://223.166.234.19:7777/tsfile/live/1033_1.m3u8$LR•IPV4『线路4』
上海教育,http://223.166.234.114:7777/tsfile/live/1033_1.m3u8$LR•IPV4『线路5』
五星体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路1』
五星体育,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3$LR•IPV6『线路2』
五星体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路3』
五星体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IAS$LR•IPV6『线路4』
五星体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007$LR•IPV6『线路5』
五星体育,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路6』
五星体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路7』
五星体育,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路8』
五星体育,http://61.173.144.157:9901/tsfile/live/1010_1.m3u8$LR•IPV4『线路9』
五星体育,http://223.166.234.149:7777/tsfile/live/1030_1.m3u8$LR•IPV4『线路10』
五星体育,http://223.166.234.215:7777/tsfile/live/1030_1.m3u8$LR•IPV4『线路11』
五星体育,http://223.166.234.114:7777/tsfile/live/1030_1.m3u8$LR•IPV4『线路12』
五星体育,http://223.166.234.19:7777/tsfile/live/1030_1.m3u8$LR•IPV4『线路13』
法治天地,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281$LR•IPV6『线路1』
法治天地,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000014/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000014&livemode=1&stbId=3$LR•IPV6『线路2』
法治天地,http://60.255.240.247:8090/live/fztx_4000.m3u8$LR•IPV4『线路3』
动漫秀场,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000009&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路1』
动漫秀场,http://36.129.204.117:9003//hls/67/index.m3u8$LR•IPV4『线路2』
动漫秀场,http://223.166.234.114:7777/tsfile/live/1052_1.m3u8$LR•IPV4『线路3』
动漫秀场,http://124.231.213.182:9999/tsfile/live/1103_1.m3u8$LR•IPV4『线路4』
动漫秀场,http://60.7.56.33:4000/udp/239.253.93.225:6403$LR•IPV4『线路5』
动漫秀场,http://60.2.190.206:4000/udp/239.253.93.225:6403$LR•IPV4『线路6』
动漫秀场,http://60.255.240.247:8090/live/yybb-dmxc-H265_4000.m3u8$LR•IPV4『线路7』
动漫秀场,http://223.166.234.149:7777/tsfile/live/1052_1.m3u8$LR•IPV4『线路8』
动漫秀场,http://223.166.234.215:7777/tsfile/live/1052_1.m3u8$LR•IPV4『线路9』
动漫秀场,http://223.166.234.19:7777/tsfile/live/1052_1.m3u8$LR•IPV4『线路10』
动漫秀场,http://223.166.234.19:7777/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路11』
游戏风云,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000011&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路1』
游戏风云,http://223.166.234.149:7777/tsfile/live/1050_1.m3u8$LR•IPV4『线路2』
游戏风云,http://223.166.234.215:7777/tsfile/live/1050_1.m3u8$LR•IPV4『线路3』
游戏风云,http://223.166.234.19:7777/tsfile/live/1050_1.m3u8$LR•IPV4『线路4』
游戏风云,http://223.166.234.114:7777/tsfile/live/1050_1.m3u8$LR•IPV4『线路5』
游戏风云,http://nas.hssvm.com:8888/udp/225.1.1.135:5002$LR•IPV4『线路6』
哈哈炫动,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031123/index.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=YanG-1989$LR•IPV6『线路1』
哈哈炫动,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031123/index.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=3$LR•IPV6『线路2』
哈哈炫动,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031123/1.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=3$LR•IPV6『线路3』
哈哈炫动,https://tvbox.nat.netsite.cc:8043/proxy/1655047572/1655047572.m3u8$LR•IPV4『线路4』
哈哈炫动,http://245573.tv.netsite.cc/proxy/1655047572/1655047572.m3u8$LR•IPV4『线路5』
哈哈炫动,http://14.204.106.74:9901/tsfile/live/1007_1.m3u8$LR•IPV4『线路6』
